video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed
vid_158,23.13.03,how video make review video best,Channel 42,6,2023-03-07T00:00:00.000Z,how|new|review|make|new,925276,46617,491,1095,http://example.com,False,False,False
vid_159,23.08.07,tutorial to tutorial video daily,Channel 25,5,2023-06-19T00:00:00.000Z,,91410,24863,512,23,http://example.com,False,False,False
vid_160,23.22.02,video review video new vlog best tutorial vlog tutorial to vlog,Channel 14,4,2023-02-14T00:00:00.000Z,awesome|awesome|new|best|tutorial,20731,27642,642,4719,http://example.com,False,False,False
vid_161,23.19.03,tutorial best awesome how how best new awesome to best how how how make,Channel 44,4,2023-03-03T00:00:00.000Z,vlog|best|tutorial|make|review,666491,12866,66,3556,http://example.com,False,False,False
vid_162,23.27.05,video to how tutorial best review make best to,Channel 25,6,2023-05-14T00:00:00.000Z,tutorial|vlog|daily,853756,5115,804,1079,http://example.com,False,False,False
vid_163,23.12.10,to best video review to make make to,Channel 19,4,2023-10-11T00:00:00.000Z,awesome,186169,35700,466,4318,http://example.com,False,False,False
vid_164,23.19.02,best daily new best to awesome to daily video to to video,Channel 39,5,2023-01-28T00:00:00.000Z,best,869152,2523,284,178,http://example.com,False,False,False
vid_165,23.08.05,how awesome tutorial awesome review to how,Channel 15,13,2023-04-18T00:00:00.000Z,awesome|make|best|vlog|new|make|tutorial|new|best,883865,2811,600,2847,http://example.com,False,False,False
vid_166,23.02.03,to daily how video how video new tutorial vlog,Channel 16,6,2023-02-13T00:00:00.000Z,vlog|video,266033,32355,416,1960,http://example.com,True,False,False
vid_167,23.13.12,make daily to daily awesome vlog,Channel 27,5,2023-12-06T00:00:00.000Z,video|awesome,534857,13905,99,1473,http://example.com,False,False,False
vid_168,23.07.11,new vlog vlog,Channel 40,7,2023-10-13T00:00:00.000Z,to|make|to,874625,39759,188,4888,http://example.com,False,False,False
vid_169,23.10.12,video awesome daily,Channel 10,9,2023-11-27T00:00:00.000Z,,207749,8231,988,4979,http://example.com,False,False,False
vid_170,23.12.05,daily new to review,Channel 4,10,2023-05-08T00:00:00.000Z,awesome|review,86192,6048,889,1212,http://example.com,True,False,False
vid_171,23.18.12,video new review make new awesome awesome best new,Channel 19,7,2023-12-14T00:00:00.000Z,to|review|make|new,780117,32041,857,809,http://example.com,False,False,False
vid_172,23.25.08,to awesome best to new,Channel 28,7,2023-08-19T00:00:00.000Z,awesome|how|daily|review|awesome|vlog|review|best|best,88154,15092,387,419,http://example.com,False,False,False
vid_173,23.06.08,vlog best review awesome tutorial new tutorial new awesome to,Channel 21,4,2023-07-09T00:00:00.000Z,best|video|how|best,209542,14658,240,3659,http://example.com,False,False,False
vid_174,23.01.09,to new daily how review how,Channel 47,1,2023-08-13T00:00:00.000Z,video|daily,109073,374,781,3816,http://example.com,False,False,False
vid_175,23.08.11,best tutorial tutorial review daily,Channel 14,14,2023-10-10T00:00:00.000Z,awesome,220894,34578,730,1278,http://example.com,False,False,False
vid_176,23.13.05,to make new daily make awesome new,Channel 33,8,2023-05-01T00:00:00.000Z,make|make|vlog|how,520235,14120,416,2523,http://example.com,False,False,False
vid_177,23.18.05,vlog vlog video video tutorial awesome how how vlog vlog,Channel 48,4,2023-04-26T00:00:00.000Z,,795044,5968,917,1440,http://example.com,False,False,False
vid_178,23.28.08,daily best video daily to how review new video make to,Channel 10,1,2023-08-21T00:00:00.000Z,to|daily|make|tutorial|video,576932,9106,175,1340,http://example.com,False,False,False
vid_179,23.13.10,video review daily awesome new video best vlog vlog new review daily vlog video,Channel 19,5,2023-09-16T00:00:00.000Z,awesome|best|best|daily|best,557357,7446,386,2221,http://example.com,False,True,False
vid_180,24.04.01,how how to tutorial awesome new to tutorial,Channel 30,14,2023-12-25T00:00:00.000Z,awesome|how|best|review|vlog|to|video|best|daily,869173,21187,470,2392,http://example.com,False,False,False
vid_181,23.12.08,best best awesome vlog video to to new new best best review,Channel 22,14,2023-07-17T00:00:00.000Z,,421547,26764,852,1361,http://example.com,False,False,False
vid_182,23.05.06,make review vlog make video video to how,Channel 3,8,2023-05-17T00:00:00.000Z,make|best|daily|tutorial|tutorial|best,843329,24554,232,591,http://example.com,False,False,False
vid_183,23.21.11,video tutorial best new make review to awesome new tutorial make tutorial best,Channel 37,4,2023-11-14T00:00:00.000Z,awesome,146006,12648,662,526,http://example.com,False,False,False
vid_184,23.17.06,vlog to new daily daily new awesome to tutorial,Channel 41,13,2023-06-14T00:00:00.000Z,vlog|best|best|tutorial|daily|video|review|best,404311,189,451,2503,http://example.com,False,False,False
vid_185,23.26.08,how new tutorial,Channel 18,12,2023-08-13T00:00:00.000Z,awesome|how|make|best|daily|best|daily|video,485710,3883,276,1292,http://example.com,True,False,False
vid_186,23.16.11,video review vlog daily to best review review video vlog vlog how,Channel 11,8,2023-11-03T00:00:00.000Z,to|awesome|awesome,889976,17580,228,1654,http://example.com,False,False,False
vid_187,23.09.09,make daily daily daily make awesome,Channel 48,8,2023-08-22T00:00:00.000Z,tutorial|daily|tutorial|new|vlog|review|awesome|review|video,543994,48233,170,4906,http://example.com,False,False,False
vid_188,23.19.07,video to vlog how review tutorial best make new tutorial to,Channel 2,3,2023-06-21T00:00:00.000Z,video|how|video|best|vlog|best|make|daily|awesome,175588,17167,734,187,http://example.com,False,False,False
vid_189,23.27.06,how how how daily new make tutorial daily to make to make,Channel 12,9,2023-06-01T00:00:00.000Z,vlog|to|review|to|make|vlog|new|new|new,628890,45575,212,2758,http://example.com,False,False,False
vid_190,23.01.12,best to daily make how vlog how awesome best best,Channel 6,3,2023-11-11T00:00:00.000Z,,491224,4470,281,528,http://example.com,False,False,False
vid_191,23.07.07,tutorial new to daily best how,Channel 43,1,2023-06-09T00:00:00.000Z,,297773,48094,40,433,http://example.com,False,False,False
vid_192,23.14.04,new new video video tutorial tutorial,Channel 40,2,2023-04-06T00:00:00.000Z,to|vlog|video|vlog|new|vlog|how,441126,362,121,3512,http://example.com,False,False,False
vid_193,23.19.09,tutorial make new,Channel 44,6,2023-08-21T00:00:00.000Z,,482756,21596,226,1804,http://example.com,False,False,False
vid_194,23.08.07,daily make to how tutorial how best awesome best awesome video how awesome review,Channel 29,12,2023-06-29T00:00:00.000Z,,125746,5354,293,302,http://example.com,False,False,False
vid_195,23.30.04,review review vlog make awesome awesome make how how review make review best vlog,Channel 30,10,2023-04-23T00:00:00.000Z,video|new|daily|review,545719,4517,599,4182,http://example.com,False,False,False
vid_196,23.15.11,to vlog how daily video tutorial review awesome make make awesome review,Channel 2,2,2023-11-14T00:00:00.000Z,to|video|best|new,188805,37608,266,437,http://example.com,False,False,False
vid_197,23.24.02,to tutorial daily tutorial daily,Channel 9,6,2023-02-21T00:00:00.000Z,awesome|video|daily|how|to|video|awesome|vlog|awesome,565376,43998,540,2588,http://example.com,False,False,False
vid_198,23.08.10,to to how awesome to,Channel 47,14,2023-09-25T00:00:00.000Z,video|review|how,700495,32895,758,832,http://example.com,False,False,False
vid_199,23.19.11,to how make daily how best best video tutorial awesome new vlog,Channel 2,1,2023-10-22T00:00:00.000Z,new|review|vlog|review|to|best|tutorial,432231,16875,827,796,http://example.com,False,False,False
vid_200,23.18.05,make vlog make vlog how new,Channel 29,11,2023-04-23T00:00:00.000Z,how|daily|vlog|daily|daily|awesome|video|to|tutorial,756398,37065,450,559,http://example.com,False,False,False
vid_201,23.09.05,how to new daily make best tutorial best new daily make,Channel 33,13,2023-04-11T00:00:00.000Z,awesome,556673,27223,448,3588,http://example.com,False,False,False
vid_202,23.10.05,vlog make vlog how new review how video daily review vlog to,Channel 10,1,2023-04-23T00:00:00.000Z,tutorial|awesome|awesome|awesome|new|tutorial|review|awesome|best,333343,4487,755,761,http://example.com,False,False,False
vid_203,23.16.04,video awesome review best make video,Channel 34,5,2023-03-22T00:00:00.000Z,tutorial|new|how|how|to|make|best|how|new,301821,6543,60,3574,http://example.com,False,False,False
vid_204,23.30.07,review how new best to daily daily new vlog to,Channel 44,10,2023-07-06T00:00:00.000Z,awesome|awesome|vlog|daily|make,119104,49405,501,3785,http://example.com,False,False,False
vid_205,23.24.04,to video to tutorial best daily to new awesome tutorial tutorial vlog,Channel 8,13,2023-04-23T00:00:00.000Z,new|best|make|how|best|vlog|review|daily|daily,13818,23406,146,2514,http://example.com,False,False,False
vid_206,23.08.01,vlog vlog awesome video to how daily,Channel 37,11,2023-01-02T00:00:00.000Z,awesome|daily|vlog|how|tutorial|how,482438,12765,685,684,http://example.com,False,False,False
vid_207,23.31.05,best make best awesome awesome new video daily review vlog best,Channel 33,9,2023-05-10T00:00:00.000Z,daily|review|video,326145,875,944,4233,http://example.com,False,False,False
vid_208,23.14.08,awesome awesome video make make video awesome daily,Channel 47,14,2023-08-08T00:00:00.000Z,,156049,11183,789,577,http://example.com,False,False,False
vid_209,23.21.03,to video make vlog video daily video,Channel 6,8,2023-02-23T00:00:00.000Z,awesome|new|video|daily|to|how|new|video|daily,575120,38107,333,4805,http://example.com,False,False,False
vid_210,23.21.12,best make new new make,Channel 44,3,2023-12-09T00:00:00.000Z,best|best|awesome|video|how|how|review|tutorial,828363,33381,880,227,http://example.com,False,False,False
vid_211,23.25.08,review daily tutorial tutorial awesome best to how daily how how make new new,Channel 40,3,2023-08-12T00:00:00.000Z,new|video|how|tutorial|video|make,609278,38534,952,2328,http://example.com,False,False,False
vid_212,23.26.08,make how review vlog new daily daily,Channel 45,1,2023-08-13T00:00:00.000Z,make|video|how,210966,11264,890,2731,http://example.com,False,False,False
vid_213,23.04.06,video vlog new,Channel 19,14,2023-05-06T00:00:00.000Z,to|tutorial|new|best|tutorial,73204,4028,141,827,http://example.com,False,False,False
vid_214,23.25.05,new awesome daily how tutorial,Channel 32,3,2023-05-10T00:00:00.000Z,how|review|to|review|to,46784,5202,43,430,http://example.com,False,False,False
vid_215,23.15.03,best how best vlog review video review tutorial,Channel 27,14,2023-02-22T00:00:00.000Z,review|to|review|tutorial|daily|to,893737,2025,143,1063,http://example.com,False,False,False
vid_216,23.07.07,tutorial review new daily new new vlog,Channel 1,12,2023-06-21T00:00:00.000Z,to|to|vlog|tutorial|make|awesome,10921,42628,864,1709,http://example.com,False,False,False
vid_217,23.28.08,to to new best vlog new,Channel 43,12,2023-08-06T00:00:00.000Z,to|new|to|vlog|review|make|new|daily|new,822391,3390,332,1234,http://example.com,False,False,False
vid_218,23.30.06,daily how make video,Channel 33,12,2023-06-09T00:00:00.000Z,best|best,819760,28353,997,301,http://example.com,False,True,False
vid_219,23.28.07,tutorial tutorial review video review new make awesome awesome,Channel 40,13,2023-07-17T00:00:00.000Z,make|best|video|vlog|daily|daily|awesome|awesome|tutorial,927363,3780,496,1420,http://example.com,False,False,False
vid_220,23.02.10,new to review to how make make tutorial vlog,Channel 32,11,2023-09-04T00:00:00.000Z,awesome|best,256564,5839,395,4628,http://example.com,False,False,False
vid_221,23.25.11,review best awesome best to to video how make daily review best review to,Channel 5,1,2023-11-20T00:00:00.000Z,daily|video|daily,614794,34391,54,768,http://example.com,False,False,False
vid_222,23.26.07,tutorial awesome how vlog how video daily to tutorial vlog how,Channel 17,8,2023-07-22T00:00:00.000Z,make|vlog|how|video,75408,45925,306,1404,http://example.com,False,False,False
vid_223,23.06.07,video make tutorial vlog review video vlog to,Channel 8,1,2023-07-03T00:00:00.000Z,tutorial|video|awesome|daily,649140,15555,869,443,http://example.com,False,False,False
vid_224,23.22.05,video make tutorial daily to new daily awesome to tutorial,Channel 42,5,2023-05-03T00:00:00.000Z,make,741126,18273,422,3104,http://example.com,False,False,False
vid_225,23.02.10,video vlog tutorial video daily review,Channel 34,9,2023-09-12T00:00:00.000Z,tutorial|review|vlog|vlog|video|new|daily,551996,38150,416,4355,http://example.com,False,False,False
vid_226,23.15.11,best make awesome to review review tutorial awesome how video video,Channel 9,7,2023-10-21T00:00:00.000Z,how|daily|to|how,544135,43316,672,3305,http://example.com,False,False,False
vid_227,23.25.10,new new best make vlog,Channel 23,4,2023-10-07T00:00:00.000Z,how|daily|make|video|to|make|to,581277,25685,796,1538,http://example.com,False,False,False
vid_228,23.06.12,awesome new best best tutorial how,Channel 35,11,2023-11-21T00:00:00.000Z,best,912815,25372,324,3930,http://example.com,False,False,False
vid_229,23.17.04,vlog make to tutorial vlog to to how how awesome best vlog,Channel 7,9,2023-04-08T00:00:00.000Z,new|best|best,5922,158,709,1331,http://example.com,False,False,False
vid_230,23.03.08,video tutorial awesome make review,Channel 15,9,2023-07-17T00:00:00.000Z,awesome|daily|make|make|make|make|daily|best,464144,1764,670,69,http://example.com,False,False,False
vid_231,23.11.09,best review review video new make how to new tutorial tutorial review how,Channel 20,2,2023-08-28T00:00:00.000Z,make|awesome|tutorial|video|make|new|tutorial|daily|new,53335,26755,79,3435,http://example.com,True,False,False
vid_232,23.08.06,vlog new new,Channel 25,10,2023-05-24T00:00:00.000Z,to|new|make|to|vlog|best|new,914345,7388,30,480,http://example.com,False,False,False
vid_233,23.08.04,make best make vlog tutorial tutorial tutorial daily tutorial vlog how best,Channel 3,10,2023-04-07T00:00:00.000Z,,932045,46369,984,4094,http://example.com,True,False,False
vid_234,23.10.08,review best vlog tutorial how new make to how new awesome,Channel 46,11,2023-07-20T00:00:00.000Z,new,806983,20150,111,3496,http://example.com,True,False,False
vid_235,23.26.05,awesome new how vlog review to tutorial vlog review vlog how,Channel 24,12,2023-05-04T00:00:00.000Z,how|daily|review|daily|vlog|how|daily|daily,151453,9381,557,2793,http://example.com,False,False,False
vid_236,23.28.07,how new video vlog make vlog new best awesome tutorial review video to,Channel 34,6,2023-07-06T00:00:00.000Z,vlog|review|best|video|vlog|how|new|best|best,900751,27009,864,2892,http://example.com,False,False,False
vid_237,23.25.11,to how to tutorial awesome to vlog,Channel 46,4,2023-11-22T00:00:00.000Z,awesome|to|video|video|awesome|to|video,318817,12789,716,1198,http://example.com,False,True,False
vid_238,23.31.12,how tutorial awesome video new awesome new best new make vlog,Channel 22,8,2023-12-15T00:00:00.000Z,tutorial|tutorial|video,888963,31085,563,2372,http://example.com,False,False,False
vid_239,23.09.10,daily how make new to,Channel 11,12,2023-09-16T00:00:00.000Z,video|new|new|to|daily,23948,30707,649,1892,http://example.com,False,False,False
vid_240,23.22.06,make how vlog tutorial how,Channel 48,11,2023-05-28T00:00:00.000Z,how|awesome|review|video|daily|daily,617552,9805,471,1883,http://example.com,True,False,False
vid_241,23.20.09,best how make tutorial make video new video review,Channel 8,7,2023-09-09T00:00:00.000Z,awesome|new|vlog,60072,38470,73,797,http://example.com,False,False,False
vid_242,23.24.12,vlog awesome new best make make make vlog video,Channel 39,7,2023-12-12T00:00:00.000Z,daily|tutorial|video,330704,4228,552,17,http://example.com,False,False,False
vid_243,23.06.06,make daily review,Channel 43,11,2023-05-27T00:00:00.000Z,tutorial|daily|best|review,738609,37581,478,43,http://example.com,False,False,False
vid_244,23.13.06,tutorial daily awesome vlog awesome tutorial new tutorial how new,Channel 35,10,2023-05-28T00:00:00.000Z,awesome|new|video|to|vlog,658846,11682,588,154,http://example.com,False,False,False
vid_245,23.26.12,make awesome awesome,Channel 49,9,2023-12-18T00:00:00.000Z,video|vlog|to|daily|make|tutorial|tutorial,67691,31052,386,4962,http://example.com,False,False,False
vid_246,23.24.07,review how awesome daily best to to awesome daily review,Channel 46,13,2023-07-18T00:00:00.000Z,new|review|daily|daily|video|review|video|to|make,666442,35960,698,3448,http://example.com,False,False,False
vid_247,23.16.11,vlog vlog new to awesome vlog awesome new,Channel 38,5,2023-11-04T00:00:00.000Z,to,890213,11019,881,4838,http://example.com,False,False,False
vid_248,23.01.06,tutorial review best best vlog best review,Channel 8,6,2023-05-08T00:00:00.000Z,daily|daily|new|best|new|vlog,347249,47106,563,4080,http://example.com,False,False,False
vid_249,23.08.03,review awesome new tutorial new,Channel 37,1,2023-02-08T00:00:00.000Z,to|review|daily|how,8086,19554,929,1425,http://example.com,False,False,False
vid_250,23.25.12,to awesome daily best daily to new vlog review best,Channel 27,6,2023-12-04T00:00:00.000Z,to|video|daily|new|best|new|tutorial|how,390962,29391,432,4320,http://example.com,False,False,False
vid_251,24.03.01,awesome how video video video how awesome how video,Channel 28,2,2023-12-26T00:00:00.000Z,make|awesome|how|review,593141,25297,411,4312,http://example.com,False,False,False
vid_252,23.04.06,tutorial new how awesome awesome daily tutorial,Channel 40,6,2023-05-09T00:00:00.000Z,to|best|to|awesome|review|best|new|best|review,365069,2596,466,3639,http://example.com,False,False,False
vid_253,23.22.10,best video vlog daily video tutorial review daily video tutorial make,Channel 34,9,2023-09-24T00:00:00.000Z,new|to|daily,333171,2658,598,4126,http://example.com,False,False,False
vid_254,23.04.06,vlog best tutorial how make review to video make tutorial new,Channel 32,8,2023-05-31T00:00:00.000Z,daily|to|awesome|vlog|to|make|how|make,279060,40091,620,1892,http://example.com,False,False,False
vid_255,23.20.11,awesome vlog tutorial review,Channel 15,9,2023-10-25T00:00:00.000Z,tutorial|to|video|video|best|daily|daily,802680,18111,991,897,http://example.com,False,False,False
vid_256,23.17.04,best daily to,Channel 44,13,2023-04-09T00:00:00.000Z,make|how|to|awesome|best|new|vlog|new|to,986551,45322,908,3424,http://example.com,False,False,False
vid_257,23.16.10,awesome vlog best new vlog make to,Channel 17,10,2023-09-20T00:00:00.000Z,daily|review,811658,21702,736,4540,http://example.com,False,False,False
vid_258,23.07.10,review video how tutorial best vlog to make,Channel 33,8,2023-09-09T00:00:00.000Z,make|to|tutorial|make|tutorial|daily|make|how,943529,7417,993,1258,http://example.com,False,False,False
vid_259,23.11.06,video tutorial tutorial vlog best new review daily review vlog make how,Channel 47,3,2023-05-24T00:00:00.000Z,new,764210,17264,992,2015,http://example.com,False,True,False
vid_260,24.09.01,awesome new best video new to best how to new awesome awesome how tutorial,Channel 46,8,2023-12-12T00:00:00.000Z,vlog|best|video,573668,15244,247,4833,http://example.com,False,False,False
vid_261,23.20.05,video tutorial review review review awesome awesome make to new video how,Channel 16,6,2023-04-22T00:00:00.000Z,to|tutorial|vlog,795280,22221,580,1702,http://example.com,False,False,False
vid_262,23.06.03,make awesome how awesome video to new new review tutorial,Channel 29,13,2023-03-01T00:00:00.000Z,video|review|tutorial|vlog,539562,29490,119,873,http://example.com,False,False,False
vid_263,23.11.01,how daily review make review review daily tutorial video make review to daily,Channel 9,6,2023-01-02T00:00:00.000Z,video|vlog|how|vlog|video|daily,317689,47790,66,565,http://example.com,False,False,False
vid_264,23.04.11,daily to daily to tutorial best make,Channel 33,6,2023-10-31T00:00:00.000Z,to|video|daily,785403,24856,572,2018,http://example.com,True,False,False
vid_265,23.08.10,video vlog awesome review how awesome,Channel 49,3,2023-09-11T00:00:00.000Z,,97494,42513,955,1885,http://example.com,False,False,False
vid_266,23.11.06,how to to vlog awesome video make to,Channel 29,10,2023-05-20T00:00:00.000Z,daily|awesome|review|review|new|tutorial,116981,46203,326,2123,http://example.com,False,False,False
vid_267,23.23.02,best tutorial tutorial daily video tutorial daily awesome to to review best how,Channel 13,1,2023-02-06T00:00:00.000Z,make|best|daily|awesome|make|best|make|how|awesome,167305,48476,919,4642,http://example.com,False,False,False
vid_268,23.18.06,awesome new tutorial video review,Channel 21,12,2023-06-09T00:00:00.000Z,how|best|best|video|awesome|new|new|best,17304,15331,702,2314,http://example.com,False,False,False
vid_269,23.10.01,tutorial awesome tutorial video new make,Channel 21,14,2023-01-09T00:00:00.000Z,tutorial|review|video|best|new|awesome|daily,274438,12656,469,4412,http://example.com,False,False,False
vid_270,23.11.09,new daily tutorial to best to new to awesome to how,Channel 5,4,2023-08-21T00:00:00.000Z,review|how|how|tutorial|make|awesome|make|video,289569,22127,492,3883,http://example.com,False,False,False
vid_271,23.29.04,tutorial review to video review make make to,Channel 10,10,2023-04-09T00:00:00.000Z,video|best|awesome|best|to|new|how|daily,725071,4903,700,3192,http://example.com,False,False,False
vid_272,23.09.06,review best to awesome new how vlog daily,Channel 6,12,2023-05-27T00:00:00.000Z,make|to|how|best|to|to,111777,9486,662,1859,http://example.com,False,False,False
vid_273,23.28.11,make awesome tutorial tutorial daily how make best daily how make review awesome new,Channel 13,6,2023-10-31T00:00:00.000Z,,403641,17280,285,24,http://example.com,True,False,False
vid_274,23.12.08,review review vlog tutorial video awesome tutorial to review,Channel 1,11,2023-07-27T00:00:00.000Z,to,616837,21712,955,3503,http://example.com,False,False,False
vid_275,23.09.06,tutorial how best tutorial,Channel 20,12,2023-05-11T00:00:00.000Z,video|how,618752,4392,913,4255,http://example.com,False,False,False
vid_276,23.14.06,new how awesome awesome awesome awesome new tutorial make tutorial review,Channel 47,10,2023-06-01T00:00:00.000Z,how|how|tutorial,963494,1795,607,1137,http://example.com,False,False,False
vid_277,23.09.03,best video make make review tutorial make,Channel 46,2,2023-02-23T00:00:00.000Z,vlog|to|how|review|video|video,632036,45808,311,4995,http://example.com,False,False,False
vid_278,23.03.05,daily to video vlog new tutorial new vlog tutorial tutorial video new,Channel 8,7,2023-04-30T00:00:00.000Z,best|daily|daily|vlog,467962,11745,308,1189,http://example.com,False,False,False
vid_279,23.09.07,awesome new best best tutorial awesome how vlog to awesome to new,Channel 10,7,2023-06-10T00:00:00.000Z,to|daily|daily|daily|make|review,855727,30187,774,4798,http://example.com,False,False,False
vid_280,23.02.05,to vlog awesome how tutorial video new best vlog video,Channel 9,11,2023-04-26T00:00:00.000Z,to|new,803523,30722,96,4096,http://example.com,False,False,False
vid_281,23.03.04,make review tutorial new tutorial video,Channel 49,4,2023-03-16T00:00:00.000Z,,907375,16689,964,3157,http://example.com,False,False,False
vid_282,23.12.05,review make video new awesome,Channel 41,4,2023-04-23T00:00:00.000Z,,255174,43023,112,2367,http://example.com,False,False,False
vid_283,23.19.04,video daily make video video daily new video best,Channel 3,1,2023-04-14T00:00:00.000Z,to|to|awesome|vlog|awesome|to,656362,35375,987,4477,http://example.com,False,False,False
vid_284,23.21.12,new best new best review,Channel 11,13,2023-12-06T00:00:00.000Z,vlog|how|new|make|review|tutorial|how|video|awesome,254890,17074,636,1741,http://example.com,False,False,False
vid_285,23.06.10,best to best awesome awesome vlog to to,Channel 12,2,2023-09-11T00:00:00.000Z,awesome|review|awesome|how|daily|daily|make,575699,30573,455,3688,http://example.com,False,False,False
vid_286,23.17.08,to tutorial vlog vlog make,Channel 10,9,2023-08-15T00:00:00.000Z,awesome|best|daily|review|to|new|best|how,435174,33102,462,3746,http://example.com,False,True,False
vid_287,23.02.05,best best daily,Channel 25,10,2023-04-22T00:00:00.000Z,make|make|vlog,259901,47938,947,897,http://example.com,False,False,False
vid_288,23.03.05,how new make how how video video how to new make how,Channel 49,8,2023-04-09T00:00:00.000Z,new|to|video|make,96696,26877,131,4023,http://example.com,False,False,False
vid_289,23.20.06,best new video best video video new video review vlog awesome vlog awesome,Channel 49,8,2023-06-02T00:00:00.000Z,tutorial|awesome|awesome|tutorial|daily|to|tutorial|vlog,677067,45392,929,716,http://example.com,False,False,False
vid_290,24.11.01,daily video make make awesome best new video new vlog make to,Channel 25,9,2023-12-15T00:00:00.000Z,tutorial|vlog|make|best|how|how|video,671608,33764,964,3967,http://example.com,False,False,False
vid_291,23.17.12,vlog review vlog awesome review tutorial vlog review video how how video tutorial tutorial,Channel 11,7,2023-12-04T00:00:00.000Z,new|best|best|make,596597,19512,928,4021,http://example.com,False,False,False
vid_292,23.18.07,make new tutorial,Channel 36,13,2023-07-13T00:00:00.000Z,to|awesome,734682,770,120,3215,http://example.com,False,False,False
vid_293,23.29.11,awesome daily best daily awesome review vlog,Channel 39,9,2023-11-06T00:00:00.000Z,vlog|awesome|video|tutorial|tutorial|new,970224,24152,196,390,http://example.com,False,False,False
vid_294,23.06.07,best daily best to to review to awesome new review,Channel 26,10,2023-06-12T00:00:00.000Z,make|daily|daily|review|how|vlog,671397,44663,805,3884,http://example.com,False,False,False
vid_295,23.28.07,how vlog vlog,Channel 14,12,2023-07-27T00:00:00.000Z,,68421,42006,481,1699,http://example.com,False,False,False
vid_296,23.10.07,how tutorial tutorial to daily awesome to,Channel 39,2,2023-06-18T00:00:00.000Z,how,237436,17300,633,3037,http://example.com,False,False,False
vid_297,23.11.06,best vlog tutorial video tutorial vlog best vlog,Channel 40,6,2023-06-10T00:00:00.000Z,awesome|to,476083,5509,793,232,http://example.com,False,False,False
vid_298,23.27.03,to how video vlog,Channel 1,3,2023-03-09T00:00:00.000Z,video|to|make|review|best|awesome,303756,374,896,1926,http://example.com,False,False,False
vid_299,23.31.10,make review make new make awesome how best video vlog new,Channel 4,11,2023-10-16T00:00:00.000Z,how|new|how|make|vlog|to,482247,19807,771,3131,http://example.com,False,False,False
vid_300,23.21.10,best how video tutorial make to new make make awesome,Channel 30,6,2023-10-04T00:00:00.000Z,new|vlog|how,538738,40805,38,3306,http://example.com,False,False,False
vid_301,23.11.11,to review tutorial vlog awesome make,Channel 12,3,2023-10-31T00:00:00.000Z,new|to,10491,32545,565,2724,http://example.com,False,False,False
vid_302,23.05.06,daily to to daily to make new video,Channel 35,8,2023-05-15T00:00:00.000Z,daily,118026,46310,511,4801,http://example.com,False,False,False
vid_303,23.09.08,awesome how daily tutorial vlog tutorial make awesome,Channel 13,11,2023-07-14T00:00:00.000Z,tutorial|video|awesome|new|review|tutorial|best|awesome,75804,47186,473,233,http://example.com,False,False,False
vid_304,23.02.06,make how new review vlog how daily daily make awesome how best awesome new,Channel 31,13,2023-05-08T00:00:00.000Z,,512662,16115,160,1391,http://example.com,False,True,False
vid_305,23.24.02,daily review make to daily review vlog video to make best to vlog awesome,Channel 38,4,2023-02-02T00:00:00.000Z,new|tutorial|make|review|tutorial|how|awesome|to,880725,7949,288,2892,http://example.com,False,False,False
vid_306,23.22.07,daily best how vlog review to how best how,Channel 43,12,2023-06-25T00:00:00.000Z,,644786,13946,199,1255,http://example.com,False,False,False
vid_307,23.18.02,vlog review new awesome best,Channel 23,10,2023-01-22T00:00:00.000Z,,763803,42039,787,2538,http://example.com,False,False,False
vid_308,23.12.09,new new make review how new tutorial vlog video video best,Channel 4,6,2023-08-26T00:00:00.000Z,review|review|best|make|video|review|video|review|best,925295,15873,527,3690,http://example.com,False,False,False
vid_309,23.20.06,daily how daily new vlog best to new how video review make vlog awesome,Channel 16,9,2023-06-07T00:00:00.000Z,,892907,12571,916,889,http://example.com,False,False,False
vid_310,23.08.02,daily best daily vlog daily vlog daily review tutorial review to new new,Channel 7,2,2023-02-07T00:00:00.000Z,new,815746,10457,684,4687,http://example.com,True,False,False
vid_311,23.20.08,review review awesome awesome how make,Channel 22,2,2023-08-18T00:00:00.000Z,video|best|how|video|make,839315,30634,502,745,http://example.com,False,False,False
vid_312,24.09.01,make vlog vlog video daily awesome video to how how,Channel 29,7,2023-12-31T00:00:00.000Z,review|vlog|new|tutorial|tutorial|video|to|how,488335,46950,247,1719,http://example.com,False,False,False
vid_313,23.23.02,review new make awesome video make review video daily to to,Channel 11,2,2023-02-20T00:00:00.000Z,how|vlog|video|review|make|best,350230,44656,382,427,http://example.com,False,False,False
vid_314,23.22.09,make make video daily tutorial make new review,Channel 33,2,2023-09-21T00:00:00.000Z,make|best|how,721989,12421,217,731,http://example.com,False,False,False
vid_315,23.31.10,awesome awesome review video review make vlog how tutorial new review daily vlog review,Channel 29,4,2023-10-10T00:00:00.000Z,vlog|awesome|best|vlog|daily|to|video,364435,19475,86,799,http://example.com,False,False,False
vid_316,23.12.02,vlog video tutorial best best make make,Channel 39,9,2023-01-27T00:00:00.000Z,make|best|video|video|daily|daily|awesome|how|best,243223,38226,81,4297,http://example.com,False,False,False
vid_317,23.06.09,daily make how tutorial,Channel 12,8,2023-08-14T00:00:00.000Z,tutorial|review|best|best|best|video|make|video,535255,19652,61,835,http://example.com,False,False,False
